序列名称, 序列长度, GC含量
MG022138.1 Rabbit hemorrhagic disease virus isolate Zar2013-10 capsid structural protein VP60 (VP60) gene, complete cds, 1740, 54.60
MF497434.1 Rabbit hemorrhagic disease virus isolate Ten0301 VP60 (VP60) gene, complete cds, 1740, 54.31
MG356948.1 Rabbit hemorrhagic disease virus 2 strain 42733PT15 polyprotein gene, complete cds, 1740, 55.06
MK629981.1 Rabbit hemorrhagic disease virus isolate Tn1_2016 capsid protein gene, complete cds, 1740, 54.60
MK629982.1 Rabbit hemorrhagic disease virus isolate Tn7_2015 capsid protein gene, complete cds, 1740, 55.06
MK629983.1 Rabbit hemorrhagic disease virus isolate Tn8_2015 capsid protein gene, complete cds, 1740, 54.83
MK629984.1 Rabbit hemorrhagic disease virus isolate Tn11_2015 capsid protein gene, complete cds, 1740, 54.71
MK629985.1 Rabbit hemorrhagic disease virus isolate Tn4_2017 capsid protein gene, complete cds, 1740, 54.83
MK629986.1 Rabbit hemorrhagic disease virus isolate Tn5_2015 capsid protein gene, complete cds, 1740, 54.83
MK629987.1 Rabbit hemorrhagic disease virus isolate Tn1_2015 capsid protein gene, complete cds, 1740, 55.00
MK629988.1 Rabbit hemorrhagic disease virus isolate Tn4_2015 capsid protein gene, complete cds, 1740, 54.66
MK629989.1 Rabbit hemorrhagic disease virus isolate Tn3_2015 capsid protein gene, complete cds, 1740, 54.94
MK629990.1 Rabbit hemorrhagic disease virus isolate Tn3_2018 capsid protein gene, complete cds, 1740, 55.06
MK629991.1 Rabbit hemorrhagic disease virus isolate Tn1_2018 capsid protein gene, complete cds, 1740, 54.77
MF620130.1 Influenza A virus (A/chicken/Egypt/Elfeil-26/2016(H9N2)) segment 4 hemagglutinin (HA) gene, complete cds, 1739, 41.69
KU310447.1 Influenza A virus (A/chicken/France/150169a/2015(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds, 1731, 41.31
EF395820.1 Influenza A virus (A/mute swan/France/06299/2006(H5N1)) hemagglutinin (HA) gene, complete cds, 1707, 40.77
KY029054.1 Influenza A virus (A/chicken/Egypt/ZU2/2016(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds, 1704, 40.90
KY029055.1 Influenza A virus (A/chicken/Egypt/ZU3/2016(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds, 1704, 40.90
KY029056.1 Influenza A virus (A/chicken/Egypt/ZU28/2016(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds, 1704, 40.67
KY029057.1 Influenza A virus (A/chicken/Egypt/ZU29/2016(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds, 1704, 40.73
KY029058.1 Influenza A virus (A/chicken/Egypt/ZU30/2016(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds, 1704, 40.73
KY029059.1 Influenza A virus (A/chicken/Egypt/ZU34/2016(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds, 1704, 40.43
KY029060.1 Influenza A virus (A/chicken/Egypt/ZU46/2016(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds, 1704, 40.73
KY029061.1 Influenza A virus (A/chicken/Egypt/ZU47/2016(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds, 1704, 40.85
KY029062.1 Influenza A virus (A/chicken/Egypt/ZU53/2016(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds, 1704, 40.85
KY029063.1 Influenza A virus (A/chicken/Egypt/ZU103/2016(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds, 1704, 40.61
KY029064.1 Influenza A virus (A/chicken/Egypt/ZU105/2016(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds, 1704, 40.61
KY029065.1 Influenza A virus (A/chicken/Egypt/ZU108/2016(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds, 1704, 40.61
KY029066.1 Influenza A virus (A/chicken/Egypt/ZU116/2016(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds, 1704, 40.20
KY029067.1 Influenza A virus (A/chicken/Egypt/ZU117/2016(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds, 1704, 40.20
KY029068.1 Influenza A virus (A/chicken/Egypt/ZU118/2016(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds, 1704, 40.20
KY029069.1 Influenza A virus (A/chicken/Egypt/ZU120/2016(H5N1)) segment 4 hemagglutinin (HA) gene, complete cds, 1704, 40.55
KX014878.1 Influenza A virus (A/duck/France/150233/2015(H5N2)) segment 4 hemagglutinin (HA) gene, complete cds, 1695, 41.95
KX014886.1 Influenza A virus (A/duck/France/150236/2015(H5N9)) segment 4 hemagglutinin (HA) gene, complete cds, 1695, 41.95
KX014894.1 Influenza A virus (A/duck/France/150289/2015(H5N9)) segment 4 hemagglutinin (HA) gene, complete cds, 1695, 41.95
KX014902.1 Influenza A virus (A/chicken/France/160013g/2016(H5N2)) segment 4 hemagglutinin (HA) gene, complete cds, 1695, 42.01
MN559704.1 Influenza A virus (A/goose/Egypt/A_Geese_Egypt_MG3_2017/2017(H5N8)) segment 4 hemagglutinin (HA) gene, complete cds, 1695, 42.30
KY910830.1 Influenza A virus (A/Egypt/ZU63/2016(H9N2)) segment 4 hemagglutinin (HA) gene, complete cds, 1683, 41.59
KY910831.1 Influenza A virus (A/Egypt/ZU64/2016(H9N2)) segment 4 hemagglutinin (HA) gene, complete cds, 1683, 41.59
KY910832.1 Influenza A virus (A/Egypt/ZU65/2016(H9N2)) segment 4 hemagglutinin (HA) gene, complete cds, 1683, 41.59
KY910833.1 Influenza A virus (A/Egypt/ZU66/2016(H9N2)) segment 4 hemagglutinin (HA) gene, complete cds, 1683, 41.59
KY910834.1 Influenza A virus (A/Egypt/ZU68/2016(H9N2)) segment 4 hemagglutinin (HA) gene, complete cds, 1683, 41.59
KY910835.1 Influenza A virus (A/Egypt/ZU73/2016(H9N2)) segment 4 hemagglutinin (HA) gene, complete cds, 1683, 41.41
KY910836.1 Influenza A virus (A/Egypt/ZU80/2016(H9N2)) segment 4 hemagglutinin (HA) gene, complete cds, 1683, 41.59
KU310448.1 Influenza A virus (A/chicken/France/150169a/2015(H5N1)) segment 5 nucleocapsid protein (NP) gene, complete cds, 1565, 47.03
KU320888.1 Influenza A virus (A/guinea fowl/France/150207n/2015(H5N9)) segment 5 nucleocapsid protein (NP) gene, complete cds, 1565, 47.09
KX014895.1 Influenza A virus (A/duck/France/150289/2015(H5N9)) segment 5 nucleocapsid protein (NP) gene, complete cds, 1565, 47.22
KX014903.1 Influenza A virus (A/chicken/France/160013g/2016(H5N2)) segment 5 nucleocapsid protein (NP) gene, complete cds, 1540, 47.21
KX014887.1 Influenza A virus (A/duck/France/150236/2015(H5N9)) segment 5 nucleocapsid protein (NP) gene, complete cds, 1520, 47.57
M92840.1 Oryctolagus cuniculus cell surface glycoprotein CD4 mRNA, complete cds, 1498, 57.88
KX014879.1 Influenza A virus (A/duck/France/150233/2015(H5N2)) segment 5 nucleocapsid protein (NP) gene, complete cds, 1497, 47.56
AY561276.1 Oryctolagus cuniculus C-ets-1 (c-ets1) mRNA, complete cds, 1462, 56.02
KX014888.1 Influenza A virus (A/duck/France/150236/2015(H5N9)) segment 6 neuraminidase (NA) gene, complete cds, 1459, 43.11
KX014904.1 Influenza A virus (A/chicken/France/160013g/2016(H5N2)) segment 6 neuraminidase (NA) gene, complete cds, 1439, 42.60
KU310449.1 Influenza A virus (A/chicken/France/150169a/2015(H5N1)) segment 6 neuraminidase (NA) gene, complete cds, 1433, 43.82
KU320889.1 Influenza A virus (A/guinea fowl/France/150207n/2015(H5N9)) segment 6 neuraminidase (NA) gene, complete cds, 1426, 42.85
KX014896.1 Influenza A virus (A/duck/France/150289/2015(H5N9)) segment 6 neuraminidase (NA) gene, complete cds, 1426, 42.92
MN913967.1 Influenza A virus (A/goose/Egypt/MG2/2017(H5N8)) segment 6 neuraminidase (NA) gene, complete cds, 1413, 44.02
KX014880.1 Influenza A virus (A/duck/France/150233/2015(H5N2)) segment 6 neuraminidase (NA) gene, complete cds, 1410, 42.77
KY441470.1 Synthetic construct clone rab_HC_MARV_NP anti-Marburg virus nucleoprotein antibody immunoglobulin gamma heavy chain gene, complete cds, 1365, 59.27
EF395821.1 Influenza A virus (A/mute swan/France/06299/2006(H5N1)) neuraminidase (NA) gene, complete cds, 1350, 43.56
MN626413.1 Rabbit luteovirus isolate RLV/L232 RNA-dependent RNA polymerase (RdRp) gene, complete cds, 1269, 51.93
JX135559.1 Vibrio phage CTX zonula occludens toxin gene, complete cds, 1200, 49.17
M14493.1 Shope fibroma virus thymidine kinase gene, complete cds, 1188, 38.38
FJ493038.1 Lepus europaeus isolate 2 endogenous virus Rabbit endogenous lentivirus type K nonfunctional env protein gene, complete sequence, 1188, 39.90
FJ493037.1 Lepus europaeus isolate 1 endogenous virus Rabbit endogenous lentivirus type K nonfunctional env protein gene, complete sequence, 1183, 39.22
FJ970504.1 Myxoma virus isolate CB31 m137R gene, partial cds; and m0138L gene, complete cds, 1151, 46.13
FJ970505.1 Myxoma virus isolate CB191 m137R gene, partial cds; and m138L gene, complete cds, 1151, 46.13
EF034116.1 Oryctolagus cuniculus coxsackie virus and adenovirus receptor (CXADR) mRNA, complete cds, 1098, 42.99
EU360946.1 Gallid herpesvirus 1 isolate CH04 thymidine kinase (tk) gene, complete cds, 1092, 45.97
EU360947.1 Gallid herpesvirus 1 isolate CH95 thymidine kinase (tk) gene, complete cds, 1092, 46.06
EU360948.1 Gallid herpesvirus 1 isolate S04 thymidine kinase (tk) gene, complete cds, 1092, 46.06
EU360949.1 Gallid herpesvirus 1 isolate CEO thymidine kinase (tk) gene, complete cds, 1092, 46.06
EU360950.1 Gallid herpesvirus 1 isolate TCO thymidine kinase (tk) gene, complete cds, 1092, 46.06
KU310450.1 Influenza A virus (A/chicken/France/150169a/2015(H5N1)) segment 7 matrix protein 2 (M2) and matrix protein 1 (M1) genes, complete cds, 1027, 48.88
KU320890.1 Influenza A virus (A/guinea fowl/France/150207n/2015(H5N9)) segment 7 matrix protein 2 (M2) and matrix protein 1 (M1) genes, complete cds, 1027, 48.30
KX014897.1 Influenza A virus (A/duck/France/150289/2015(H5N9)) segment 7 matrix protein 2 (M2) and matrix protein 1 (M1) genes, complete cds, 1027, 48.30
MH428671.1 Gallid alphaherpesvirus 2 isolate Elfeil-15A Meq oncoprotein (Meq) gene, complete cds, 1020, 58.04
MH428672.1 Gallid alphaherpesvirus 2 isolate Elfeil-15B Meq oncoprotein (Meq) gene, complete cds, 1020, 58.04
MH428673.1 Gallid alphaherpesvirus 2 isolate Elfeil-15C Meq oncoprotein (Meq) gene, complete cds, 1020, 57.94
KX014905.1 Influenza A virus (A/chicken/France/160013g/2016(H5N2)) segment 7 matrix protein 2 (M2) and matrix protein 1 (M1) genes, complete cds, 984, 48.98
KX014889.1 Influenza A virus (A/duck/France/150236/2015(H5N9)) segment 7 matrix protein 2 (M2) and matrix protein 1 (M1) genes, complete cds, 983, 48.73
KX014881.1 Influenza A virus (A/duck/France/150233/2015(H5N2)) segment 7 matrix protein 2 (M2) and matrix protein 1 (M1) genes, complete cds, 982, 48.88
L01417.1 Rabbit fibroma virus uracil DNA glycosylase gene, complete cds, 900, 38.78
KU320891.1 Influenza A virus (A/guinea fowl/France/150207n/2015(H5N9)) segment 8 nuclear export protein (NEP) and nonstructural protein 1 (NS1) genes, complete cds, 890, 44.04
KU310451.1 Influenza A virus (A/chicken/France/150169a/2015(H5N1)) segment 8 nuclear export protein (NEP) and nonstructural protein 1 (NS1) genes, complete cds, 888, 44.03
KX014898.1 Influenza A virus (A/duck/France/150289/2015(H5N9)) segment 8 nuclear export protein (NEP) and nonstructural protein 1 (NS1) genes, complete cds, 865, 43.82
KX014890.1 Influenza A virus (A/duck/France/150236/2015(H5N9)) segment 8 nuclear export protein (NEP) and nonstructural protein 1 (NS1) genes, complete cds, 851, 44.42
KX014906.1 Influenza A virus (A/chicken/France/160013g/2016(H5N2)) segment 8 nuclear export protein (NEP) and nonstructural protein 1 (NS1) genes, complete cds, 840, 43.33
KX014882.1 Influenza A virus (A/duck/France/150233/2015(H5N2)) segment 8 nuclear export protein (NEP) and nonstructural protein 1 (NS1) genes, complete cds, 838, 44.27
M15921.1 Shope fibroma virus growth factor gene, complete cds, 800, 36.25
FJ493035.1 Lepus europaeus isolate 4 endogenous virus Rabbit endogenous lentivirus type K nonfunctional gag protein gene, complete sequence, 796, 44.72
FJ493036.1 Lepus europaeus isolate 5 endogenous virus Rabbit endogenous lentivirus type K nonfunctional gag protein gene, complete sequence, 794, 44.71
FJ493034.1 Lepus europaeus isolate 3 endogenous virus Rabbit endogenous lentivirus type K nonfunctional gag protein gene, complete sequence, 787, 45.24
U46948.1 Equine arteritis virus strain 11958 ORF5 mRNA, complete cds, 768, 48.18
U46949.1 Equine arteritis virus strain 19933 ORF5 mRNA, complete cds, 768, 48.96
U46950.1 Equine arteritis virus strain 15492 ORF5 mRNA, complete cds, 768, 47.01
U46951.1 Equine arteritis virus strain T1329 ORF5 mRNA, complete cds, 768, 47.14
U46952.1 Equine arteritis virus strain Vienna ORF5 mRNA, complete cds, 768, 47.92
U46954.1 Equine arteritis virus strain 84KY-A1 ORF5 mRNA, complete cds, 768, 47.14
AY099150.1 Polygonatum cyrtonema mannose/sialic acid-binding lectin precursor, mRNA, complete cds, 693, 48.92
U51154.1 Equine arteritis virus strain 11958 viral envelope protein (ORF2) gene, complete cds, 684, 50.44
U51155.1 Equine arteritis virus strain 15492 viral envelope protein (ORF2) gene, complete cds, 684, 49.56
U51156.1 Equine arteritis virus strain 19933 viral envelope protein (ORF2) gene, complete cds, 684, 49.71
U51157.1 Equine arteritis virus strain T1329 viral envelope protein (ORF2) gene, complete cds, 684, 48.98
U51161.1 Equine arteritis virus strain VIENNA viral envelope protein (ORF2) gene, complete cds, 684, 49.27
FJ493033.1 Lepus europaeus isolate 2 endogenous virus Rabbit endogenous lentivirus type K nonfunctional gag protein gene, complete sequence, 681, 42.58
KY462785.1 Porcine circovirus-like virus P1 isolate JSNJ, complete sequence, 648, 48.46
KY462786.1 Porcine circovirus-like virus P1 isolate JSZJ, complete sequence, 648, 48.61
AY099490.2 Zephyranthes candida agglutinin gene, complete cds, 640, 52.03
JX533445.1 Gallid herpesvirus 2 isolate Egypt_1 glycoprotein L (UL1) gene, complete cds, 588, 45.75
JX533446.1 Gallid herpesvirus 2 isolate Egypt_2 glycoprotein L (UL1) gene, complete cds, 588, 45.75
JX533447.1 Gallid herpesvirus 2 isolate Egypt_3 glycoprotein L (UL1) gene, complete cds, 588, 45.75
MN626415.1 Rabbit luteovirus isolate RLV/L232 coat protein gene, complete cds, 573, 51.83
AF001079.1 Equine arteritis virus strain T1329 ORF3 gene, complete cds, 492, 44.51
AF001081.1 Equine arteritis virus strain 15492 ORF3 gene, complete cds, 492, 45.53
AF001082.1 Equine arteritis virus strain 19933 ORF3 gene, complete cds, 492, 48.37
AF001083.1 Equine arteritis virus strain Vienna ORF3 gene, complete cds, 492, 45.73
AF001084.1 Equine arteritis virus strain 84KY-A1 ORF3 gene, complete cds, 492, 45.33
AF320572.1 Equine arteritis virus strain Bucyrus ORF6 mRNA, complete cds, 489, 47.44
AF001080.1 Equine arteritis virus strain 11958 ORF3 gene, complete cds, 483, 47.41
AF001087.1 Equine arteritis virus strain T1329 ORF4 gene, complete cds, 459, 44.88
AF001088.1 Equine arteritis virus strain 11958 ORF4 gene, complete cds, 459, 45.32
AF001089.1 Equine arteritis virus strain 15492 ORF4 gene, complete cds, 459, 43.36
AF001090.1 Equine arteritis virus strain 19933 ORF4 gene, complete cds, 459, 45.75
AF001091.1 Equine arteritis virus strain Vienna ORF4 gene, complete cds, 459, 45.32
AF001092.1 Equine arteritis virus strain 84KY-A1 ORF4 gene, complete cds, 459, 44.44
U65724.1 Equine arteritis virus 5' leader sequence, 206, 46.60
U65725.1 Equine arteritis virus 5' leader sequence, 206, 47.09
U65726.1 Equine arteritis virus 5' leader sequence, 206, 48.06
U65727.1 Equine arteritis virus 5' leader sequence, 206, 47.09
U65728.1 Equine arteritis virus 5' leader sequence, 206, 47.57
U65723.1 Equine arteritis virus 5' leader sequence, 205, 48.29
